celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,_source_file,week,judge1_score,judge2_score,judge3_score,judge4_score,judge1_score_raw,judge2_score_raw,judge3_score_raw,judge4_score_raw,judge1_out_of_range,judge2_out_of_range,judge3_out_of_range,judge4_out_of_range,n_judges_reported,n_judges_present,n_judges_reported_raw,has_partial_na_raw,is_all_na,is_all_zero,is_present,result_type,is_withdrew_result,zero_score_conflict,week_total_score,week_total_score_raw,week_avg_score,week_max_possible,week_score_percentage,expected_judges_reported_raw,unexpected_missing_scores,combine_method_x,week_score_rank,week_score_share,last_week_scored,season_final_week,final_week_n_performers,expected_to_perform_in_finale,expected_last_week,is_competing_week,is_missing_finale_scores,is_gap_week,week_score_rank_discrepancy,is_no_elimination,is_double_elimination,n_active,final_week,is_final_week,is_no_elim_from_results,is_no_elimination_any,weeks_since_exit,exclude_from_fan_vote_inference,celebrity_industry_clean,celebrity_homecountry_clean,celebrity_homestate_clean,celebrity_homestate_abbr,is_foreign,celebrity_age_raw,age_outlier,is_withdrawn,is_withdrawn_inferred,exit_week_from_results,computed_last_week,exit_week_mismatch,partner_seasons,partner_contestants,partner_wins,partner_avg_placement,partner_avg_last_week,partner_avg_season_score_pct,partner_seasons_prior,partner_contestants_prior,partner_wins_prior,partner_avg_placement_prior,partner_avg_last_week_prior,partner_avg_season_score_pct_prior,combine_method_y,is_finale,is_eliminated,fan_vote_mean,fan_vote_std,fan_vote_ci_lower,fan_vote_ci_upper,snr,ci_width,ppc_consistency,hit_rate,elimination_count,mean_violation,acceptance_rate,converged,industry,age,age_c,log_week,y_judge
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60.0,12,2nd Place,2,3-27赛季（百分比结合法）.csv,1,8.0,7.0,8.0,,8.0,7.0,8.0,,False,False,False,False,3,3,3,True,False,False,True,finalist,False,False,23.0,23.0,7.666666666666667,30.0,0.7666666666666667,3,False,percent,2.0,0.1369047619047619,10,10,2,True,10,True,False,False,0.0,True,False,9,10,False,False,True,,False,Actor,United States,Kansas,KS,False,60,False,False,False,,10,False,15,14,1,6.2,6.933333333333334,0.782806900617284,8,8,0,7.125,5.875,0.7688076851851852,,,,,,,,,,,,,,,,Actor,60.0,21.00840336134454,0.0,0.2272099248864241
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60.0,12,2nd Place,2,3-27赛季（百分比结合法）.csv,2,7.0,6.0,7.0,,7.0,6.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,finalist,False,False,20.0,20.0,6.666666666666667,30.0,0.6666666666666666,3,False,percent,4.0,0.1142857142857142,10,10,2,True,10,True,False,False,2.0,False,False,9,10,False,False,False,,False,Actor,United States,Kansas,KS,False,60,False,False,False,,10,False,15,14,1,6.2,6.933333333333334,0.782806900617284,8,8,0,7.125,5.875,0.7688076851851852,percent,False,False,0.1324713663869989,0.115561848289458,0.0036535946645992,0.4300168103737727,1.1463243988669494,0.4263632157091735,0.6151,1.0,1.0,0.0063701073315483,0.34412,True,Actor,60.0,21.00840336134454,0.6931471805599453,0.035099242647536055
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61.0,15,Eliminated Week 8,7,3-27赛季（百分比结合法）.csv,1,6.5,6.0,6.5,,6.5,6.0,6.5,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,19.0,19.0,6.333333333333333,30.0,0.6333333333333333,3,False,percent,10.0,0.0887850467289719,8,10,3,False,8,True,False,False,3.0,True,False,10,10,False,False,True,,False,Actor,United States,Kansas,KS,False,61,False,False,False,8.0,8,False,15,14,1,6.2,6.933333333333334,0.782806900617284,11,11,0,6.181818181818182,6.727272727272728,0.771876872053872,,,,,,,,,,,,,,,,Actor,61.0,22.00840336134454,0.0,-0.11657780235772996
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61.0,15,Eliminated Week 8,7,3-27赛季（百分比结合法）.csv,2,7.0,7.0,7.0,,7.0,7.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,21.0,21.0,7.0,30.0,0.7,3,False,percent,9.0,0.0923076923076923,8,10,3,False,8,True,False,False,2.0,False,False,10,10,False,False,False,,False,Actor,United States,Kansas,KS,False,61,False,False,False,8.0,8,False,15,14,1,6.2,6.933333333333334,0.782806900617284,11,11,0,6.181818181818182,6.727272727272728,0.771876872053872,percent,False,False,0.1154984385961733,0.1011076615282207,0.0027409570687803,0.4040929347635669,1.1423312213555918,0.4013519776947866,0.3963,1.0,1.0,0.0108450308893672,0.26584,True,Actor,61.0,22.00840336134454,0.6931471805599453,-0.07538967307337119
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36.0,6,1st Place,1,3-27赛季（百分比结合法）.csv,1,9.0,9.0,9.0,,9.0,9.0,9.0,,False,False,False,False,3,3,3,True,False,False,True,winner,False,False,27.0,27.0,9.0,30.0,0.9,3,False,percent,1.0,0.1304347826086956,10,10,2,True,10,True,False,False,0.0,True,False,10,10,False,False,True,,False,Athlete,United States,California,CA,False,36,False,False,False,,10,False,20,19,3,5.35,7.8,0.822969036002886,1,1,0,7.0,6.0,0.9,,,,,,,,,,,,,,,,Athlete,36.0,-2.9915966386554587,0.0,0.28184076872021846
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36.0,6,1st Place,1,3-27赛季（百分比结合法）.csv,2,9.0,9.0,9.0,,9.0,9.0,9.0,,False,False,False,False,3,3,3,True,False,False,True,winner,False,False,27.0,27.0,9.0,30.0,0.9,3,False,percent,1.0,0.1216216216216216,10,10,2,True,10,True,False,False,0.0,False,False,10,10,False,False,False,,False,Athlete,United States,California,CA,False,36,False,False,False,,10,False,20,19,3,5.35,7.8,0.822969036002886,1,1,0,7.0,6.0,0.9,percent,False,False,0.1063494433995448,0.0944071724363101,0.0037163240325183,0.3491706281161295,1.1264974952897944,0.3454543040836111,0.6599,1.0,1.0,0.0063787908033116,0.29064,True,Athlete,36.0,-2.9915966386554587,0.6931471805599453,0.21131837870461512
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24.0,13,Eliminated Week 3,10,3-27赛季（百分比结合法）.csv,1,7.0,6.0,6.0,,7.0,6.0,6.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,19.0,19.0,6.333333333333333,30.0,0.6333333333333333,3,False,percent,5.0,0.094059405940594,3,10,3,False,3,True,False,False,-5.0,False,False,11,10,False,False,False,,False,Reality TV Star,United States,Colorado,CO,False,24,False,False,False,3.0,3,False,20,19,3,5.35,7.8,0.822969036002886,8,8,2,5.75,7.125,0.7887860921717171,percent,False,False,0.105774976238529,0.107849714400513,0.004075197949383,0.4511548761182544,0.980762691198648,0.4470796781688714,0.681,1.0,1.0,0.0048892268575802,0.24452,True,Reality TV Star,24.0,-14.991596638655459,0.0,0.04372822920517816
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24.0,13,Eliminated Week 3,10,3-27赛季（百分比结合法）.csv,2,8.0,7.0,7.0,,8.0,7.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,22.0,22.0,7.333333333333333,30.0,0.7333333333333333,3,False,percent,2.0,0.1089108910891089,3,10,3,False,3,True,False,False,-8.0,True,False,10,10,False,False,True,,False,Reality TV Star,United States,Colorado,CO,False,24,False,False,False,3.0,3,False,20,19,3,5.35,7.8,0.822969036002886,8,8,2,5.75,7.125,0.7887860921717171,,,,,,,,,,,,,,,,Reality TV Star,24.0,-14.991596638655459,0.6931471805599453,0.0900873115262879
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39.0,11,Eliminated Week 8,5,3-27赛季（百分比结合法）.csv,1,7.0,5.0,7.0,,7.0,5.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,19.0,19.0,6.333333333333333,30.0,0.6333333333333333,3,False,percent,4.0,0.0926829268292682,8,10,3,False,8,True,False,False,-1.0,False,False,11,10,False,False,False,,False,Athlete,United States,Iowa,IA,False,39,False,False,False,8.0,8,False,11,11,0,8.181818181818182,4.909090909090909,0.6938487853535353,5,5,0,7.2,5.4,0.712620188888889,percent,False,False,0.0986118058882008,0.0828803032052734,0.002661143824685,0.2910538787951524,1.189809906039841,0.2883927349704674,0.5771,1.0,1.0,0.007388963568282,0.22056,True,Athlete,39.0,0.008403361344541338,0.0,0.03394725966079504
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39.0,11,Eliminated Week 8,5,3-27赛季（百分比结合法）.csv,2,7.0,7.0,7.0,,7.0,7.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,21.0,21.0,7.0,30.0,0.7,3,False,percent,5.0,0.105,8,10,3,False,8,True,False,False,0.0,False,False,10,10,False,False,False,,False,Athlete,United States,Iowa,IA,False,39,False,False,False,8.0,8,False,11,11,0,8.181818181818182,4.909090909090909,0.6938487853535353,5,5,0,7.2,5.4,0.712620188888889,percent,False,False,0.1029162667005815,0.0636775846577035,0.0166896798456958,0.2562343368782244,1.6162087034579475,0.2395446570325285,0.7247,1.0,1.0,0.0051864130122206,0.32708,True,Athlete,39.0,0.008403361344541338,0.6931471805599453,0.06504489686248194
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19.0,11,2nd Place,2,3-27赛季（百分比结合法）.csv,1,8.0,7.0,8.0,,8.0,7.0,8.0,,False,False,False,False,3,3,3,True,False,False,True,finalist,False,False,23.0,23.0,7.666666666666667,30.0,0.7666666666666667,3,False,percent,2.0,0.1121951219512195,10,10,3,True,10,True,False,False,0.0,False,False,11,10,False,False,False,,False,Actor,United States,Georgia,GA,False,19,False,False,False,,10,False,5,5,0,5.8,7.0,0.7142893365079365,2,2,0,4.5,8.5,0.8094042857142858,percent,False,False,0.0974312440754908,0.1007861532668376,0.0011667976786101,0.3928105269131836,0.966712597124966,0.3916437292345734,0.5771,1.0,1.0,0.007388963568282,0.22056,True,Actor,19.0,-19.99159663865546,0.0,0.22500062001178467
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19.0,11,2nd Place,2,3-27赛季（百分比结合法）.csv,2,8.0,7.0,7.0,,8.0,7.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,finalist,False,False,22.0,22.0,7.333333333333333,30.0,0.7333333333333333,3,False,percent,3.0,0.11,10,10,3,True,10,True,False,False,1.0,False,False,10,10,False,False,False,,False,Actor,United States,Georgia,GA,False,19,False,False,False,,10,False,5,5,0,5.8,7.0,0.7142893365079365,2,2,0,4.5,8.5,0.8094042857142858,percent,False,False,0.0976371089470597,0.0613844470703458,0.0132279147038917,0.2480435054951006,1.5905838277912707,0.2348155907912088,0.7247,1.0,1.0,0.0051864130122206,0.32708,True,Actor,19.0,-19.99159663865546,0.6931471805599453,0.11156447960097093
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29.0,4,3rd Place,3,3-27赛季（百分比结合法）.csv,1,7.0,8.0,8.0,,7.0,8.0,8.0,,False,False,False,False,3,3,3,True,False,False,True,finalist,False,False,23.0,23.0,7.666666666666667,30.0,0.7666666666666667,3,False,percent,2.0,0.136094674556213,10,10,3,True,10,True,False,False,-1.0,True,False,9,10,False,False,True,,False,Athlete,United States,Florida,FL,False,29,False,False,False,,10,False,15,14,1,6.2,6.933333333333334,0.782806900617284,2,2,0,6.5,5.0,0.7899999999999999,,,,,,,,,,,,,,,,Athlete,29.0,-9.991596638655459,0.0,0.22151071093361074
Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29.0,4,3rd Place,3,3-27赛季（百分比结合法）.csv,2,9.0,9.0,9.0,,9.0,9.0,9.0,,False,False,False,False,3,3,3,True,False,False,True,finalist,False,False,27.0,27.0,9.0,30.0,0.9,3,False,percent,1.0,0.135,10,10,3,True,10,True,False,False,-2.0,True,False,9,10,False,False,True,,False,Athlete,United States,Florida,FL,False,29,False,False,False,,10,False,15,14,1,6.2,6.933333333333334,0.782806900617284,2,2,0,6.5,5.0,0.7899999999999999,,,,,,,,,,,,,,,,Athlete,29.0,-9.991596638655459,0.6931471805599453,0.20220169133220667
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39.0,28,Eliminated Week 4,10,剩下赛季（排名结合法）.csv,1,5.0,3.0,3.0,,5.0,3.0,3.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,11.0,11.0,3.6666666666666665,30.0,0.3666666666666666,3,False,rank,12.0,0.0558375634517766,4,11,4,False,4,True,False,False,2.0,True,False,12,11,False,False,True,,False,Athlete,United States,New York,NY,False,39,False,False,False,4.0,4,False,13,13,2,7.6923076923076925,6.384615384615385,0.6933237002442003,9,9,2,6.222222222222222,7.111111111111111,0.7534544497354498,,,,,,,,,,,,,,,,Athlete,39.0,0.008403361344541338,0.0,-0.3842302218107432
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39.0,28,Eliminated Week 4,10,剩下赛季（排名结合法）.csv,2,4.0,4.0,4.0,,4.0,4.0,4.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,12.0,12.0,4.0,30.0,0.4,3,False,rank,12.0,0.0547945205479452,4,11,4,False,4,True,False,False,2.0,False,True,12,11,False,False,False,,False,Athlete,United States,New York,NY,False,39,False,False,False,4.0,4,False,13,13,2,7.6923076923076925,6.384615384615385,0.6933237002442003,9,9,2,6.222222222222222,7.111111111111111,0.7534544497354498,rank,False,False,0.1095818854118797,0.0794689479908054,0.005811189377756,0.3018762101384683,1.378927090952125,0.2960650207607123,0.9941,1.0,1.0,0.0099,0.22432,True,Athlete,39.0,0.008403361344541338,0.6931471805599453,-0.40363904526254313
Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29.0,7,3rd Place,3,3-27赛季（百分比结合法）.csv,1,7.5,6.0,8.0,,7.5,6.0,8.0,,False,False,False,False,3,3,3,True,False,False,True,finalist,False,False,21.5,21.5,7.166666666666667,30.0,0.7166666666666667,3,False,percent,3.0,0.0853174603174603,10,10,3,True,10,True,False,False,0.0,False,True,13,10,False,False,False,,False,Musician,United States,Mississippi,MS,False,29,False,False,False,,10,False,5,5,0,5.8,7.0,0.7142893365079365,0,0,0,,,,percent,False,False,0.0758841054063206,0.06666098342737,0.0015819397541233,0.2407000724451356,1.1383586228541578,0.2391181326910123,0.3541,1.0,2.0,0.0110926998648463,0.19548,True,Musician,29.0,-9.991596638655459,0.0,0.11753860271325633
Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29.0,7,3rd Place,3,3-27赛季（百分比结合法）.csv,2,7.0,6.0,7.0,,7.0,6.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,finalist,False,False,20.0,20.0,6.666666666666667,30.0,0.6666666666666666,3,False,percent,7.0,0.090497737556561,10,10,3,True,10,True,False,False,4.0,False,True,11,10,False,False,False,,False,Musician,United States,Mississippi,MS,False,29,False,False,False,,10,False,5,5,0,5.8,7.0,0.7142893365079365,0,0,0,,,,percent,False,False,0.095664921135409,0.0597961407090917,0.0139441314589392,0.2379754155634894,1.5998510914079522,0.2240312841045501,0.5579,1.0,1.0,0.0088844471665214,0.31592,True,Musician,29.0,-9.991596638655459,0.6931471805599453,0.006714547729037346
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24.0,28,4th Place,4,剩下赛季（排名结合法）.csv,1,7.0,6.0,6.0,,7.0,6.0,6.0,,False,False,False,False,3,3,3,True,False,False,True,finalist,False,False,19.0,19.0,6.333333333333333,30.0,0.6333333333333333,3,False,rank,3.0,0.0964467005076142,11,11,4,True,11,True,False,False,-1.0,True,False,12,11,False,False,True,,False,Musician,United States,Georgia,GA,False,24,False,False,False,,11,False,10,10,0,7.9,6.1,0.7366496212121212,4,4,0,8.25,4.75,0.7271780303030303,,,,,,,,,,,,,,,,Musician,24.0,-14.991596638655459,0.0,0.1623059439940855
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24.0,28,4th Place,4,剩下赛季（排名结合法）.csv,2,6.0,6.0,7.0,,6.0,6.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,finalist,False,False,19.0,19.0,6.333333333333333,30.0,0.6333333333333333,3,False,rank,6.0,0.0867579908675799,11,11,4,True,11,True,False,False,2.0,False,True,12,11,False,False,False,,False,Musician,United States,Georgia,GA,False,24,False,False,False,,11,False,10,10,0,7.9,6.1,0.7366496212121212,4,4,0,8.25,4.75,0.7271780303030303,rank,False,False,0.0907200116170811,0.0775145491771931,0.0018571616065936,0.2861160656238259,1.170361080120135,0.2842589040172323,0.9941,1.0,1.0,0.0099,0.22432,True,Musician,24.0,-14.991596638655459,0.6931471805599453,0.05588656053178864
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29.0,34,Eliminated Week 3,12,剩下赛季（排名结合法）.csv,1,7.0,6.0,,,7.0,6.0,,,False,False,False,False,2,2,2,True,False,False,True,eliminated,False,False,13.0,13.0,6.5,20.0,0.65,2,False,rank,3.0,0.087248322147651,3,11,4,False,3,True,False,False,-9.0,True,False,13,11,False,False,True,,False,Musician,United States,Florida,FL,False,29,False,False,False,3.0,3,False,7,7,0,9.285714285714286,5.428571428571429,0.7408304988662131,6,6,0,8.833333333333334,5.833333333333333,0.7559689153439154,,,,,,,,,,,,,,,,Musician,29.0,-9.991596638655459,0.0,0.13906165117700997
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29.0,34,Eliminated Week 3,12,剩下赛季（排名结合法）.csv,2,7.0,7.0,7.0,,7.0,7.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,21.0,21.0,7.0,30.0,0.7,3,False,rank,4.0,0.08203125,3,11,4,False,3,True,False,False,-8.0,False,True,13,11,False,False,False,,False,Musician,United States,Florida,FL,False,29,False,False,False,3.0,3,False,7,7,0,9.285714285714286,5.428571428571429,0.7408304988662131,6,6,0,8.833333333333334,5.833333333333333,0.7559689153439154,rank,False,False,0.07183074933981,0.0632586902421406,0.0019649153837559,0.2419433888635605,1.1355080061143628,0.2399784734798045,0.9682,1.0,2.0,0.0336,0.108,True,Musician,29.0,-9.991596638655459,0.6931471805599453,0.07123137755104292
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16.0,23,1st Place,1,3-27赛季（百分比结合法）.csv,1,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,False,False,False,False,4,4,4,False,False,False,True,winner,False,False,31.0,31.0,7.75,40.0,0.775,4,False,percent,1.0,0.1036789297658862,11,11,3,True,11,True,False,False,0.0,True,False,12,11,False,False,True,,False,Athlete,United States,New Jersey,NJ,False,16,False,False,False,,11,False,18,18,3,4.944444444444445,8.666666666666666,0.8502018910801133,9,9,1,4.333333333333333,9.0,0.8720761646090535,,,,,,,,,,,,,,,,Athlete,16.0,-22.99159663865546,0.0,0.2245238275884338
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16.0,23,1st Place,1,3-27赛季（百分比结合法）.csv,2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,False,False,False,False,4,4,4,False,False,False,True,winner,False,False,32.0,32.0,8.0,40.0,0.8,4,False,percent,1.0,0.0990712074303405,11,11,3,True,11,True,False,False,0.0,False,False,12,11,False,False,False,,False,Athlete,United States,New Jersey,NJ,False,16,False,False,False,,11,False,18,18,3,4.944444444444445,8.666666666666666,0.8502018910801133,9,9,1,4.333333333333333,9.0,0.8720761646090535,percent,False,False,0.0923889331421325,0.075903140537495,0.0026864365818293,0.2824211223647986,1.21719513008522,0.2797346857829692,0.4775,1.0,1.0,0.0085301333728316,0.20712,True,Athlete,16.0,-22.99159663865546,0.6931471805599453,0.17926261866437887
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50.0,8,Eliminated Week 7,7,3-27赛季（百分比结合法）.csv,1,6.0,5.0,5.0,,6.0,5.0,5.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,16.0,16.0,5.333333333333333,30.0,0.5333333333333333,3,False,percent,9.0,0.0792079207920792,7,11,2,False,7,True,False,False,2.0,True,False,11,11,False,False,True,,False,Athlete,United States,Virginia,VA,False,50,False,False,False,7.0,7,False,9,9,0,7.666666666666667,5.111111111111111,0.635152480893592,6,6,0,5.666666666666667,6.0,0.6654276895943563,,,,,,,,,,,,,,,,Athlete,50.0,11.008403361344541,0.0,-0.12252221878624336
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50.0,8,Eliminated Week 7,7,3-27赛季（百分比结合法）.csv,2,7.0,6.0,7.0,,7.0,6.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,20.0,20.0,6.666666666666667,30.0,0.6666666666666666,3,False,percent,5.0,0.0892857142857142,7,11,2,False,7,True,False,False,-2.0,False,False,11,11,False,False,False,,False,Athlete,United States,Virginia,VA,False,50,False,False,False,7.0,7,False,9,9,0,7.666666666666667,5.111111111111111,0.635152480893592,6,6,0,5.666666666666667,6.0,0.6654276895943563,percent,False,False,0.0966923824879831,0.0834399320701852,0.0036520925444418,0.3141038176697982,1.1588262355099717,0.3104517251253563,0.5272,1.0,1.0,0.0073325936290306,0.23428,True,Athlete,50.0,11.008403361344541,0.6931471805599453,-0.008861730348022512
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53.0,19,Eliminated Week 9,6,3-27赛季（百分比结合法）.csv,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,False,False,False,False,4,4,4,False,False,False,True,eliminated,False,False,32.0,32.0,8.0,40.0,0.8,4,False,percent,3.0,0.1,9,11,4,False,9,True,False,False,-3.0,False,False,11,11,False,False,False,,False,Actor,United States,Minnesota,MN,False,53,False,False,False,9.0,9,False,10,10,0,7.7,6.7,0.7650350228475229,0,0,0,,,,percent,False,False,0.0970716407879179,0.0863939078521151,0.0036704743445968,0.3114185360899484,1.1235935853454049,0.3077480617453516,0.6757,1.0,1.0,0.0054214614235885,0.24204,True,Actor,53.0,14.008403361344541,0.0,0.10966383273499725
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53.0,19,Eliminated Week 9,6,3-27赛季（百分比结合法）.csv,2,9.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,False,False,False,False,4,4,4,False,False,False,True,eliminated,False,False,35.0,35.0,8.75,40.0,0.875,4,False,percent,1.0,0.1155115511551155,9,11,4,False,9,True,False,False,-5.0,False,False,10,11,False,False,False,,False,Actor,United States,Minnesota,MN,False,53,False,False,False,9.0,9,False,10,10,0,7.7,6.7,0.7650350228475229,0,0,0,,,,percent,False,False,0.110230230776956,0.0741155596788105,0.0167824631392403,0.3033142962380891,1.487275156605787,0.2865318330988488,0.5178,1.0,1.0,0.0096766165073749,0.31344,True,Actor,53.0,14.008403361344541,0.6931471805599453,0.1499662006118614
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43.0,17,Eliminated Week 10,5,3-27赛季（百分比结合法）.csv,1,7.0,7.0,7.0,,7.0,7.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,21.0,21.0,7.0,30.0,0.7,3,False,percent,6.0,0.1,10,11,3,False,10,True,False,False,1.0,True,False,10,11,False,False,True,,False,Actor,United States,New York,NY,False,43,False,False,False,10.0,10,False,19,18,1,7.526315789473684,5.7368421052631575,0.7120563843763449,13,12,1,7.0,5.923076923076923,0.7213617376049876,,,,,,,,,,,,,,,,Actor,43.0,4.008403361344541,0.0,0.015950424856296053
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43.0,17,Eliminated Week 10,5,3-27赛季（百分比结合法）.csv,2,8.0,8.0,8.0,,8.0,8.0,8.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,24.0,24.0,8.0,30.0,0.8,3,False,percent,4.0,0.1081081081081081,10,11,3,False,10,True,False,False,-1.0,False,False,10,11,False,False,False,,False,Actor,United States,New York,NY,False,43,False,False,False,10.0,10,False,19,18,1,7.526315789473684,5.7368421052631575,0.7120563843763449,13,12,1,7.0,5.923076923076923,0.7213617376049876,percent,False,False,0.0998417816331279,0.0909403524905884,0.0048346174030803,0.3367146058815855,1.0978820599323342,0.3318799884785052,0.6281,1.0,1.0,0.0065300756416299,0.28316,True,Actor,43.0,4.008403361344541,0.6931471805599453,0.08805321219279749
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50.0,4,Eliminated Week 4,9,3-27赛季（百分比结合法）.csv,1,5.0,5.0,5.0,,5.0,5.0,5.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,15.0,15.0,5.0,30.0,0.5,3,False,percent,8.0,0.0887573964497041,4,10,3,False,4,True,False,False,-1.0,True,False,9,10,False,False,True,,False,Reality TV Star,United States,South Carolina,SC,False,50,False,False,False,4.0,4,False,19,18,1,7.526315789473684,5.7368421052631575,0.7120563843763449,2,2,0,4.5,6.5,0.8086802083333333,,,,,,,,,,,,,,,,Reality TV Star,50.0,11.008403361344541,0.0,-0.20592938508922254
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50.0,4,Eliminated Week 4,9,3-27赛季（百分比结合法）.csv,2,7.0,7.0,7.0,,7.0,7.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,21.0,21.0,7.0,30.0,0.7,3,False,percent,5.0,0.105,4,10,3,False,4,True,False,False,-4.0,True,False,9,10,False,False,True,,False,Reality TV Star,United States,South Carolina,SC,False,50,False,False,False,4.0,4,False,19,18,1,7.526315789473684,5.7368421052631575,0.7120563843763449,2,2,0,4.5,6.5,0.8086802083333333,,,,,,,,,,,,,,,,Reality TV Star,50.0,11.008403361344541,0.6931471805599453,-0.04911062056449955
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34.0,8,Eliminated Week 9,5,3-27赛季（百分比结合法）.csv,1,7.0,7.0,7.0,,7.0,7.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,21.0,21.0,7.0,30.0,0.7,3,False,percent,3.0,0.1039603960396039,9,11,2,False,9,True,False,False,-2.0,True,False,11,11,False,False,True,,False,Musician,United States,New York,NY,False,34,False,False,False,9.0,9,False,14,14,5,2.9285714285714284,9.642857142857142,0.8827817567511854,3,3,1,3.6666666666666665,8.666666666666666,0.8493562610229276,,,,,,,,,,,,,,,,Musician,34.0,-4.991596638655459,0.0,0.14940849077844875
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34.0,8,Eliminated Week 9,5,3-27赛季（百分比结合法）.csv,2,8.0,7.0,8.0,,8.0,7.0,8.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,23.0,23.0,7.666666666666667,30.0,0.7666666666666667,3,False,percent,3.0,0.1026785714285714,9,11,2,False,9,True,False,False,-2.0,False,False,11,11,False,False,False,,False,Musician,United States,New York,NY,False,34,False,False,False,9.0,9,False,14,14,5,2.9285714285714284,9.642857142857142,0.8827817567511854,3,3,1,3.6666666666666665,8.666666666666666,0.8493562610229276,percent,False,False,0.1018700013843323,0.08612810549068,0.0033168570595846,0.3218768339586532,1.1827730412237898,0.3185599768990686,0.5272,1.0,1.0,0.0073325936290306,0.23428,True,Musician,34.0,-4.991596638655459,0.6931471805599453,0.1308987511728663
